date|locname|listshrs|listbal
20120514|부산|61|7233046584812
20120514|서울|386|630749798194836
20120514|울산|117|29624502159730
20120514|인천|281|13465934418607
20120514|전남|61|1471024293040
20120514|전북|11|1455761803207
20120514|제주|7|279370474882
20120514|충남|22|6439559267282
20120514|충북|112|1343333768365
20120515|강원|3|5772178341420
20120515|경기|136|286702090862814
20120515|경남|307|25031698431688
20120515|경북|16|40398812852184
20120515|광주|81|2412057965545
20120515|대구|23|4388659048635
20120515|대전|101|14848076781490
20120515|부산|61|7193631296299
20120515|서울|386|624396530776775
20120515|울산|17|29451919343930
20120515|인천|218|13114308171671
20120515|전남|6|1475657707610
20120515|전북|111|1410873623457
20120515|제주|7|281060854078
20120515|충남|22|6298769223436
20120515|충북|12|1303887442105
20120516|강원|13|5705688481800
20120516|경기|136|271050782203455
20120516|경남|371|24047133663853
20120516|경북|16|39403996998192
20120516|광주|800|2369774532820
20120516|대구|213|4265412151434
20120516|대전|10|14592578050000
20120516|부산|61|7112780238772
20120516|서울|386|610936468581782
20120516|울산|117|28882418712830
20120516|인천|28|12866029095937
20120516|전남|61|1456507064600
20120516|전북|111|1358929247332
20120516|제주|7|278469681302
20120516|충남|22|6187483098083
20120516|충북|12|1253132679575
20120517|강원|31|5456520513720
20120517|경기|136|271235891356926
20120517|경남|317|24030061541875
20120517|경북|106|39175828526232
20120517|광주|80|2323751917630
20120517|대구|213|4357829228665
20120517|대전|100|14413756839470
20120517|부산|61|7148064092011
20120517|서울|386|613052866959769
20120517|울산|17|29626043048420
20120517|인천|28|13021259836485
20120517|전남|61|1437868427470
20120517|전북|11|1386229876713
20120517|제주|71|277609487814
20120517|충남|22|6232204019509
20120517|충북|102|1252792497245
20120518|강원|3|5560471730400
20120518|경기|136|260418620689525
20120518|경남|37|23054261794670
20120518|경북|16|37970594294949
20120518|광주|8|2219266072640
20120518|대구|213|4201041163636
20120518|대전|10|13939870615950
20120518|부산|611|6930889131346
20120518|서울|385|593563593468191
20120518|울산|117|28742319908280
20120518|인천|218|12465038101404
20120518|전남|60|1385928047520
20120518|전북|111|1327014600119
20120518|제주|700|275781423609
20120518|충남|22|6015280651112
20120518|충북|12|1193282711535
20120521|강원|31|5549562539940
20120521|경기|136|267043758370557
20120521|경남|37|23374389810461
20120521|경북|116|37975900016674
20120521|광주|8|2274711298685
20120521|대구|23|4122484749156
20120521|대전|100|13847890723300
20120521|부산|611|6910076450653
20120521|서울|385|596022835256985
20120521|울산|17|28891030109270
20120521|인천|28|12420846490009
20120521|전남|6|1394194837740
20120521|전북|11|1313721832207
20120521|제주|71|275338639853
20120521|충남|22|5969304498899
20120521|충북|112|1204810955160
20120522|강원|3|5427938399400
20120522|경기|136|272527770254610
20120522|경남|317|23863064440951
20120522|경북|116|37927003083484
20120522|광주|800|2301292480470
20120522|대구|23|4216716433216
20120522|대전|10|14065570361390
20120522|부산|61|7053726260063
20120522|서울|385|605200489158415
20120522|울산|171|29595916539890
20120522|인천|208|12762379035419
20120522|전남|600|1396655393930
20120522|전북|11|1345185073237
20120522|제주|7|277823989202
20120522|충남|22|5977599232120
20120522|충북|12|1233369118070
20120523|강원|3|5465743128000
20120523|경기|136|268049444362940
20120523|경남|371|23716806777113
20120523|경북|16|37534810464222
20120523|광주|8|2242937969590
20120523|대구|23|4196636126629
20120523|대전|110|14016245673800
20120523|부산|61|6989987544623
20120523|서울|385|600243929679762
20120523|울산|17|28771896555030
20120523|인천|218|12468216874874
20120523|전남|6|1390539622970
20120523|전북|101|1338247793460
20120523|제주|7|276052225910
20120523|충남|212|6035157196816
20120523|충북|12|1224430808360
20120524|강원|3|5448601153920
20120524|경기|136|268964628202765
20120524|경남|317|24234610807278
20120524|경북|16|37646134099894
20120524|광주|8|2281737716755
20120524|대구|213|4186441663128
20120524|대전|10|14210499862130
20120524|부산|611|7003887581861
20120524|서울|385|601179976046210
20120524|울산|17|29013805476540
20120524|인천|28|12754135815167
20120524|전남|600|1395613032650
20120524|전북|111|1323729605551
20120524|제주|6|260756954624
20120524|충남|22|6063057016954
20120524|충북|12|1245376427760
20120525|강원|3|5588552659920
20120525|경기|136|269108207008031
20120525|경남|37|24613799403489
20120525|경북|116|37857572538411
20120525|광주|8|2339688982830
20120525|대구|213|4232099325789
20120525|대전|10|13976133007810
20120525|부산|61|7081277842745
20120525|서울|385|604692289058213
20120525|울산|17|29611892424610
20120525|인천|208|13092352841570
20120525|전남|61|1401768340930
20120525|전북|111|1348915095808
20120525|제주|6|262239992892
20120525|충남|22|6330997025697
20120525|충북|102|1263500917900
20120529|강원|300|5578328127000
20120529|경기|136|272229526001513
20120529|경남|37|24819618882201
20120529|경북|16|38154774275356
20120529|광주|800|2325012947480
20120529|대구|203|4319472520174
20120529|대전|100|14115004673960
20120529|부산|610|7147009946731
20120529|서울|385|614148861318835
20120529|울산|17|30536725546110
20120529|인천|218|13254703208686
20120529|전남|6|1396028704510
20120529|전북|11|1362314222098
20120529|제주|61|262504742426
20120529|충남|22|6311960985214
20120529|충북|112|1273430437075
20120530|강원|3|5492718618840
20120530|경기|136|270759589071449
20120530|경남|317|24722149061762
20120530|경북|106|38521016593823
20120530|광주|80|2307069726370
20120530|대구|23|4391999554337
20120530|대전|100|14182920500820
20120530|부산|61|7091646941263
20120530|서울|385|612680158837343
20120530|울산|117|30587705327720
20120530|인천|28|13177768578478
20120530|전남|600|1381344213890
20120530|전북|101|1362302086286
20120530|제주|600|261162867990
20120530|충남|202|6191930646161
20120530|충북|12|1277193722925
20120531|강원|300|5617879909440
20120531|경기|136|268976570615928
20120531|경남|37|24780693013297
20120531|경북|16|38472034618825
20120531|광주|8|2314399536910
20120531|대구|230|4438227924873
20120531|대전|10|14383148528020
20120531|부산|610|7038688474233
20120531|서울|385|613678432807563
20120531|울산|170|30359327177090
20120531|인천|208|12950333985639
20120531|전남|600|1388271638940
20120531|전북|11|1366261461646
20120531|제주|600|260820816970
20120531|충남|212|6283613876299
20120531|충북|12|1272756995920
20120601|강원|3|5663446687920
20120601|경기|136|272276157987760
20120601|경남|371|24876802520206
20120601|경북|106|37990271511417
20120601|광주|800|2360378703765
20120601|대구|213|4416906744505
20120601|대전|10|14537789020520
20120601|부산|611|7042035212654
20120601|서울|385|606437125642177
20120601|울산|17|29629435007410
20120601|인천|28|12777871134767
20120601|전남|600|1399715728270
20120601|전북|11|1361819886211
20120601|제주|6|265188706300
20120601|충남|22|6255350197929
20120601|충북|112|1276569188460
20120604|강원|31|5661030842820
20120604|경기|136|264619049411873
20120604|경남|370|24048448950638
20120604|경북|16|37384296126661
20120604|광주|8|2347677855260
20120604|대구|23|4259503010869
20120604|대전|100|14630829795120
20120604|부산|610|6867989243546
20120604|서울|385|588860130929302
20120604|울산|117|28527108000680
20120604|인천|280|12259161452722
20120604|전남|60|1358783411840
20120604|전북|11|1309619324736
20120604|제주|60|257208331356
20120604|충남|202|6187621567803
20120604|충북|102|1228508024955
20120605|강원|3|5715643980360
20120605|경기|135|286957040618835
20120605|경남|307|26410362967968
20120605|경북|16|42176699073969
20120605|광주|80|2432247014715
20120605|대구|23|5053283917560
20120605|대전|10|14367123914570
20120605|부산|601|8769649638335
20120605|서울|388|688780940653974
20120605|울산|17|36719734443230
20120605|인천|28|15207807886077
20120605|전남|6|1314998119570
20120605|전북|11|1652124969596
20120605|제주|6|203939802816
20120605|충남|22|6564266486223
20120605|충북|102|1386598124345
20120606|강원|300|5601457986600
20120606|경기|135|283223362091738
20120606|경남|37|26402413032877
20120606|경북|106|41346125967766
20120606|광주|8|2447150965505
20120606|대구|23|5011743152050
20120606|대전|10|14107192408010
20120606|부산|61|8612136708142
20120606|서울|388|686850774687206
20120606|울산|17|35906390787610
20120606|인천|28|14776969135579
20120606|전남|6|1306699028260
20120606|전북|101|1641203016405
20120606|제주|6|204135999198
20120606|충남|202|6536041495826
20120606|충북|102|1378556372250
20120607|강원|30|5551180989780
20120607|경기|135|285412814296219
20120607|경남|307|26280561355060
20120607|경북|106|40886833158416
20120607|광주|80|2407374463380
20120607|대구|203|4926298144215
20120607|대전|10|14159957409630
20120607|부산|610|8588884525387
20120607|서울|388|685733694457257
20120607|울산|17|35153072450740
20120607|인천|28|14622223714080
20120607|전남|60|1550314773480
20120607|전북|110|1597534498111
20120607|제주|60|204037056974
20120607|충남|22|6543152864217
20120607|충북|12|1356644569545
20120608|강원|30|5619729483240
20120608|경기|135|286638049204593
20120608|경남|37|26456983226087
20120608|경북|16|40783463307452
20120608|광주|80|2410897959520
20120608|대구|23|4920125060220
20120608|대전|10|14060742298780
20120608|부산|61|8524811873983
20120608|서울|388|684083984272985
20120608|울산|17|35714351583590
20120608|인천|208|14837656911559
20120608|전남|6|1532239693900
20120608|전북|101|1622907864443
20120608|제주|61|206287196922
20120608|충남|22|6586631675009
20120608|충북|12|1377401547015
20120609|강원|3|5586480192960
20120609|경기|1135|288126723387500
20120609|경남|37|26140235496536
20120609|경북|116|40496211777943
20120609|광주|81|2377780224580
20120609|대구|123|4768963972710
20120609|대전|10|14009558365590
20120609|부산|611|8354107431708
20120609|서울|388|679741652009729
20120609|울산|107|35713676031080
20120609|인천|28|14563807950131
20120609|전남|6|1514093890660
20120609|전북|11|1615391618950
20120609|제주|6|206408106650
20120609|충남|212|6534883136696
20120609|충북|12|1362098959820
20120610|강원|31|5716389115560
20120610|경기|135|294449984474850
20120610|경남|37|26262990911799
20120610|경북|116|40799241824367
20120610|광주|8|2316904990195
20120610|대구|23|4798972722240
20120610|대전|10|14408031133470
20120610|부산|61|8455481353424
20120610|서울|388|682999352519434
20120610|울산|17|36462398125300
20120610|인천|28|14701262124888
20120610|전남|600|1511157800340
20120610|전북|11|1623842112729
20120610|제주|6|205651912268
20120610|충남|22|6569867561564
20120610|충북|112|1345478061270
20120611|강원|3|5727600151800
20120611|경기|135|292757289448119
20120611|경남|137|26064402781840
20120611|경북|16|40548688094772
20120611|광주|8|2338808188270
20120611|대구|23|4803573209280
20120611|대전|10|14630124182520
20120611|부산|61|8414825850354
20120611|서울|388|680509112531206
20120611|울산|17|36548906620400
20120611|인천|28|14535531195177
20120611|전남|6|1503151344180
20120611|전북|11|1623612482732
20120611|제주|6|205696424642
20120611|충남|212|6583419568272
20120611|충북|12|1350618102480
20120612|강원|3|5572349537940
20120612|경기|135|288381019597923
20120612|경남|37|25824998386482
20120612|경북|16|40021334645937
20120612|광주|8|2296267364350
20120612|대구|213|4679425973650
20120612|대전|110|14791149469490
20120612|부산|601|8232589618087
20120612|서울|388|677357588628103
20120612|울산|117|35660614541680
20120612|인천|218|14474046034733
20120612|전남|6|1446483248370
20120612|전북|11|1609643678466
20120612|제주|6|206155301998
20120612|충남|22|6513159044619
20120612|충북|112|1330654521640
20120613|강원|3|5653304696580
20120613|경기|135|287509069254820
20120613|경남|307|25884106036170
20120613|경북|16|40286455724087
20120613|광주|81|2261791254230
20120613|대구|23|4624208717305
20120613|대전|10|15071825611880
20120613|부산|61|8228926000817
20120613|서울|388|677211177534586
20120613|울산|17|35490204522730
20120613|인천|218|14767906683752
20120613|전남|6|1490019205930
20120613|전북|11|1605587005564
20120613|제주|6|202098036368
20120613|충남|22|6574826313504
20120613|충북|12|1325152910770
20120614|강원|3|5599216383360
20120614|경기|135|291072474667768
20120614|경남|371|25754356928102
20120614|경북|116|40480349344339
20120614|광주|81|2268587035210
20120614|대구|23|4650693567870
20120614|대전|100|14721088573740
20120614|부산|61|8241722869129
20120614|서울|388|682279054335764
20120614|울산|117|35484821378540
20120614|인천|28|14990676417520
20120614|전남|6|1523779018830
20120614|전북|111|1633633459817
20120614|제주|6|207170129390
20120614|충남|22|6479111824191
20120614|충북|12|1342578772655
20120615|강원|3|5485670991480
20120615|경기|135|296881063210360
20120615|경남|37|25424310500541
20120615|경북|16|40331214196068
20120615|광주|81|2240966101090
20120615|대구|23|4683514552365
20120615|대전|10|14508565405750
20120615|부산|610|8131200855340
20120615|서울|388|687937990281957
20120615|울산|17|36252233818970
20120615|인천|28|15007595427726
20120615|전남|6|1509939934430
20120615|전북|11|1612586009782
20120615|제주|6|204207426932
20120615|충남|22|6411304045318
20120615|충북|112|1319799842470
20120616|강원|311|5528143909320
20120616|경기|135|292628913124877
20120616|경남|317|25032706235709
20120616|경북|16|39734098737634
20120616|광주|800|2220241867880
20120616|대구|23|4622305982000
20120616|대전|110|14698203155770
20120616|부산|61|8106399274033
20120616|서울|388|677374501655054
20120616|울산|17|35272620083660
20120616|인천|28|14693195304921
20120616|전남|6|1518890747800
20120616|전북|111|1566315945019
20120616|제주|61|204104056678
20120616|충남|22|6283280550596
20120616|충북|12|1309977826760
20120617|강원|3|5521389910140
20120617|경기|136|295369436985029
20120617|경남|37|25531282411306
20120617|경북|16|39578478478637
20120617|광주|8|2223832219855
20120617|대구|213|4644559856335
20120617|대전|10|15102461854910
20120617|부산|611|8056945640883
20120617|서울|388|679898002289127
20120617|울산|170|35001209202730
20120617|인천|218|14914157451054
20120617|전남|6|1524376175070
20120617|전북|111|1590044308313
20120617|제주|6|203392764082
20120617|충남|22|6313147991885
20120617|충북|12|1310013066830
20120618|강원|3|5498893513680
20120618|경기|136|295330039875148
20120618|경남|37|25554327780148
20120618|경북|116|39527717567918
20120618|광주|8|2274362691200
20120618|대구|23|4596444817380
20120618|대전|10|14807099585660
20120618|부산|61|7971087124083
20120618|서울|388|680949455735840
20120618|울산|117|34905151913050
20120618|인천|28|14686687824534
20120618|전남|6|1514347263380
20120618|전북|111|1575772379770
20120618|제주|6|205657377954
20120618|충남|22|6249517558039
20120618|충북|12|1323635616630
20120619|강원|503|5393699010240
20120619|경기|136|291052390632386
20120619|경남|37|24791192366362
20120619|경북|16|38752115989064
20120619|광주|8|2247477115045
20120619|대구|23|4473496002516
20120619|대전|10|14889325356730
20120619|부산|611|7694787402086
20120619|서울|388|671131523294999
20120619|울산|17|33896273849460
20120619|인천|28|14290325827383
20120619|전남|6|1503202479930
20120619|전북|11|1507488717274
20120619|제주|6|205045459220
20120619|충남|22|5972179976941
20120619|충북|112|1290052010505
20120620|강원|300|5444368043100
20120620|경기|136|289341131864950
20120620|경남|37|24664220178979
20120620|경북|116|39297124861013
20120620|광주|8|2265845594465
20120620|대구|23|4471443008855
20120620|대전|10|14921893620310
20120620|부산|61|7733227892059
20120620|서울|388|670969643091599
20120620|울산|17|33693758079640
20120620|인천|28|14313040167301
20120620|전남|16|1519133834050
20120620|전북|11|1488932778227
20120620|제주|61|204746231490
20120620|충남|22|6020792978899
20120620|충북|12|1258779920195
20120621|강원|31|5389672436160
20120621|경기|136|283343119523176
20120621|경남|317|24932754506953
20120621|경북|16|39745266548427
20120621|광주|800|2317795432105
20120621|대구|23|4474851696079
20120621|대전|110|14884585831560
20120621|부산|611|7722166849339
20120621|서울|388|671462857159391
20120621|울산|17|33853165130150
20120621|인천|28|14596711587269
20120621|전남|6|1495850913990
20120621|전북|11|1477721708905
20120621|제주|6|203433215854
20120621|충남|22|6091660181761
20120621|충북|112|1261438676775
